session_id,session_length,num_clicks,category_diversity,total_spent,bounce,click_sequence,exit_page,converted
424,10,7,2,271,0,"[3, 3, 3, 1, 1, 1, 1]",3,1
425,8,6,2,271,0,"[1, 1, 1, 1, 1, 2]",2,1
426,8,7,1,344,0,"[1, 1, 1, 1, 1, 1, 1]",1,0
427,3,2,2,100,0,"[1, 2]",2,1
428,5,4,1,142,0,"[4, 4, 4, 4]",4,1
429,8,7,3,308,0,"[2, 1, 3, 3, 1, 3, 2]",1,0
430,1,1,1,38,1,[1],1,0
431,2,2,2,81,0,"[4, 1]",4,1
432,1,1,1,52,1,[2],2,0
433,21,21,4,838,0,"[1, 1, 4, 1, 3, 3, 4, 4, 2, 2, 2, 4, 2, 2, 1, 2, 4, 2, 4, 2, 2]",4,1
434,2,2,2,91,0,"[3, 4]",4,1
435,6,5,3,234,0,"[2, 1, 4, 1, 4]",2,1
436,1,1,1,38,1,[1],1,0
437,3,2,2,54,0,"[3, 1]",3,1
438,2,2,1,120,0,"[1, 1]",1,0
439,4,3,1,143,0,"[1, 1, 1]",1,0
440,3,2,1,104,0,"[2, 2]",2,1
441,8,7,2,316,0,"[1, 2, 1, 1, 2, 1, 1]",2,1
442,1,1,1,38,1,[2],2,0
443,6,5,2,172,0,"[2, 2, 3, 3, 3]",3,1
444,6,5,1,256,0,"[2, 2, 2, 2, 2]",2,1
445,1,1,1,43,1,[3],3,0
446,3,3,2,138,0,"[1, 2, 2]",2,1
447,2,2,2,66,0,"[1, 3]",3,1
448,2,2,1,96,0,"[3, 3]",3,1
449,2,2,1,71,0,"[4, 4]",4,1
450,1,1,1,28,1,[4],4,0
451,16,12,3,554,0,"[2, 1, 2, 2, 4, 4, 4, 4, 4, 2, 4, 4]",1,0
452,2,2,2,90,0,"[1, 3]",1,0
453,4,4,2,122,0,"[1, 1, 1, 4]",1,0
454,8,7,1,236,0,"[4, 4, 4, 4, 4, 4, 4]",4,1
455,2,2,2,95,0,"[2, 1]",2,1
456,15,13,4,549,0,"[3, 2, 3, 2, 4, 1, 2, 2, 1, 3, 4, 1, 4]",4,1
457,2,2,2,95,0,"[2, 1]",2,1
458,2,2,1,54,0,"[3, 3]",3,1
459,9,9,3,404,0,"[2, 4, 4, 2, 1, 4, 1, 2, 1]",4,1
460,13,10,3,462,0,"[3, 3, 1, 1, 1, 2, 1, 3, 2, 2]",3,1
461,3,3,2,123,0,"[1, 4, 4]",1,0
462,40,32,2,1517,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1]",1,0
463,6,6,1,243,0,"[4, 4, 4, 4, 4, 4]",4,1
464,6,5,3,239,0,"[3, 1, 1, 1, 2]",3,1
465,5,3,2,147,0,"[2, 4, 2]",2,1
466,11,8,3,363,0,"[1, 1, 1, 1, 4, 1, 3, 3]",1,0
467,2,2,1,105,0,"[1, 1]",1,0
468,1,1,1,48,1,[3],3,0
469,4,4,1,166,0,"[3, 3, 3, 3]",3,1
470,2,1,1,57,1,[2],2,0
471,5,5,1,261,0,"[2, 2, 2, 2, 2]",2,1
472,8,8,4,380,0,"[4, 2, 2, 4, 4, 3, 1, 2]",2,1
473,5,4,1,147,0,"[3, 3, 3, 3]",3,1
474,8,5,1,227,0,"[3, 3, 3, 3, 3]",3,1
475,2,1,1,62,1,[1],1,0
476,4,3,2,118,0,"[3, 2, 3]",2,1
477,4,4,2,127,0,"[1, 1, 3, 1]",1,0
478,16,12,3,571,0,"[2, 3, 3, 3, 2, 2, 3, 1, 2, 3, 2, 1]",3,1
479,1,1,1,43,1,[1],1,0
480,7,6,2,271,0,"[4, 4, 2, 4, 4, 2]",4,1
481,12,9,3,410,0,"[1, 1, 4, 4, 1, 3, 4, 4, 1]",4,1
482,10,7,2,300,0,"[1, 4, 1, 1, 4, 4, 1]",4,1
483,3,2,1,105,0,"[3, 3]",3,1
484,4,3,1,114,0,"[3, 3, 3]",3,1
485,16,11,3,438,0,"[3, 1, 2, 1, 3, 3, 3, 3, 3, 3, 1]",2,1
486,15,14,4,556,0,"[1, 1, 2, 4, 4, 1, 1, 4, 2, 4, 1, 1, 3, 2]",2,1
487,5,4,3,166,0,"[2, 3, 4, 3]",2,1
488,10,9,3,372,0,"[4, 1, 1, 1, 3, 3, 1, 4, 1]",3,1
489,2,2,1,100,0,"[2, 2]",2,1
490,13,12,1,646,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,0
491,1,1,1,67,1,[2],2,0
492,3,2,2,66,0,"[4, 3]",4,1
493,25,21,2,991,0,"[2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2]",3,1
494,3,3,1,147,0,"[2, 2, 2]",2,1
495,2,1,1,43,1,[1],1,0
496,2,2,1,90,0,"[1, 1]",1,0
497,3,3,1,138,0,"[1, 1, 1]",1,0
498,22,18,2,882,0,"[2, 2, 2, 3, 3, 2, 3, 3, 2, 2, 2, 3, 3, 2, 2, 2, 3, 3]",3,1
499,2,2,1,46,0,"[4, 4]",4,1
500,2,1,1,52,1,[2],2,0
501,31,28,3,1259,0,"[2, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2, 1, 3, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2]",1,0
502,2,2,1,76,0,"[4, 4]",4,1
503,6,5,3,238,0,"[3, 2, 2, 3, 1]",3,1
504,5,4,2,185,0,"[1, 2, 2, 2]",2,1
505,5,3,2,147,0,"[4, 2, 2]",4,1
506,4,4,1,224,0,"[1, 1, 1, 1]",1,0
507,2,2,1,98,0,"[3, 3]",3,1
508,10,6,3,209,0,"[1, 1, 3, 1, 2, 2]",2,1
509,5,5,1,219,0,"[2, 2, 2, 2, 2]",2,1
510,2,2,1,66,0,"[1, 1]",1,0
511,4,4,2,157,0,"[3, 1, 1, 3]",3,1
512,27,21,4,930,0,"[1, 4, 2, 4, 4, 4, 2, 4, 4, 2, 1, 4, 4, 4, 4, 1, 4, 2, 3, 4, 4]",4,1
513,33,29,3,1098,0,"[1, 3, 4, 1, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3, 1, 1, 3, 1, 1, 1]",4,1
514,23,20,4,875,0,"[1, 3, 4, 4, 2, 4, 2, 1, 3, 3, 4, 3, 4, 2, 4, 1, 3, 3, 3, 3]",4,1
515,2,2,2,110,0,"[4, 1]",4,1
516,6,6,3,314,0,"[1, 2, 1, 2, 4, 1]",4,1
517,7,7,3,289,0,"[3, 1, 1, 2, 2, 1, 2]",3,1
518,13,9,3,457,0,"[1, 2, 3, 2, 1, 2, 2, 2, 1]",1,0
519,4,1,1,62,1,[1],1,0
520,7,6,2,243,0,"[3, 3, 3, 3, 3, 1]",1,0
521,2,2,1,114,0,"[2, 2]",2,1
522,19,15,3,593,0,"[3, 4, 4, 4, 3, 2, 3, 3, 2, 3, 2, 2, 2, 4, 4]",2,1
523,7,7,3,275,0,"[3, 4, 4, 4, 4, 4, 1]",4,1
524,2,2,2,105,0,"[2, 3]",3,1
525,26,19,4,852,0,"[4, 4, 2, 4, 1, 3, 3, 2, 3, 1, 1, 3, 1, 1, 4, 2, 3, 1, 4]",4,1
526,16,15,3,710,0,"[2, 2, 3, 2, 1, 3, 2, 2, 3, 1, 1, 1, 1, 1, 2]",1,0
527,1,1,1,28,1,[3],3,0
528,2,2,1,90,0,"[2, 2]",2,1
529,5,5,3,199,0,"[4, 2, 1, 4, 1]",1,0
530,4,4,1,224,0,"[2, 2, 2, 2]",2,1
531,12,10,4,473,0,"[4, 3, 3, 3, 2, 1, 1, 2, 2, 2]",1,0
532,2,2,2,110,0,"[1, 4]",4,1
533,7,6,2,230,0,"[1, 3, 3, 3, 3, 3]",3,1
534,10,8,2,381,0,"[1, 2, 2, 1, 2, 1, 1, 2]",1,0
535,2,2,2,81,0,"[1, 2]",1,0
536,6,6,1,193,0,"[3, 3, 3, 3, 3, 3]",3,1
537,6,3,2,133,0,"[2, 1, 1]",2,1
538,3,2,1,96,0,"[3, 3]",3,1
539,25,19,3,769,0,"[3, 3, 3, 3, 2, 3, 2, 2, 3, 2, 2, 3, 2, 2, 1, 3, 1, 3, 3]",1,0
540,6,5,3,219,0,"[4, 1, 1, 4, 3]",4,1
541,3,3,1,119,0,"[1, 1, 1]",1,0
542,25,23,3,965,0,"[3, 3, 3, 2, 4, 3, 3, 2, 2, 3, 2, 4, 4, 2, 4, 3, 3, 3, 4, 3, 3, 3, 3]",4,1
543,1,1,1,43,1,[3],3,0
544,13,11,3,445,0,"[3, 3, 1, 3, 3, 4, 4, 4, 4, 4, 3]",3,1
545,1,1,1,57,1,[2],2,0
546,2,2,2,90,0,"[2, 1]",2,1
547,6,5,2,194,0,"[4, 4, 4, 2, 4]",4,1
548,5,4,3,142,0,"[4, 4, 1, 3]",4,1
549,1,1,1,28,1,[3],3,0
550,9,6,2,338,0,"[2, 2, 1, 2, 2, 1]",1,0
551,5,3,2,133,0,"[1, 2, 2]",2,1
552,1,1,1,28,1,[3],3,0
553,30,29,4,1340,0,"[1, 1, 2, 2, 2, 4, 2, 1, 1, 3, 3, 1, 2, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 3, 1]",1,0
554,3,3,1,143,0,"[1, 1, 1]",1,0
555,7,7,3,260,0,"[3, 3, 1, 2, 3, 3, 2]",1,0
556,16,15,2,697,0,"[3, 1, 1, 1, 3, 3, 1, 1, 3, 3, 3, 1, 3, 3, 1]",3,1
557,2,2,1,86,0,"[4, 4]",4,1
558,2,2,1,96,0,"[3, 3]",3,1
559,1,1,1,28,1,[3],3,0
560,4,3,1,162,0,"[2, 2, 2]",2,1
561,7,7,2,294,0,"[2, 2, 2, 2, 2, 2, 4]",4,1
562,15,15,3,667,0,"[3, 1, 1, 2, 2, 2, 3, 2, 1, 2, 3, 1, 1, 2, 2]",2,1
563,32,24,3,994,0,"[1, 1, 3, 3, 1, 1, 1, 4, 4, 4, 4, 4, 3, 4, 4, 1, 3, 3, 1, 4, 3, 4, 3, 3]",4,1
564,3,3,3,157,0,"[2, 1, 4]",4,1
565,4,3,2,131,0,"[1, 3, 1]",3,1
566,1,1,1,62,1,[1],1,0
567,1,1,1,43,1,[4],4,0
568,3,2,1,71,0,"[4, 4]",4,1
570,1,1,1,28,1,[3],3,0
571,1,1,1,43,1,[2],2,0
572,12,10,1,489,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,0
574,9,7,2,283,0,"[4, 4, 4, 4, 1, 1, 1]",4,1
575,18,15,1,515,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,1
576,1,1,1,62,1,[1],1,0
577,2,2,2,76,0,"[1, 3]",3,1
578,9,5,2,238,0,"[1, 2, 1, 1, 2]",2,1
579,2,1,1,28,1,[4],4,0
580,1,1,1,33,1,[1],1,0
581,5,5,1,229,0,"[1, 1, 1, 1, 1]",1,0
582,4,3,2,119,0,"[3, 3, 1]",3,1
583,17,14,2,580,0,"[4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 2, 4, 2]",4,1
584,26,21,2,797,0,"[4, 4, 4, 4, 4, 1, 4, 4, 1, 4, 4, 1, 4, 4, 4, 4, 1, 4, 1, 4, 4]",4,1
585,1,1,1,33,1,[3],3,0
586,6,5,2,277,0,"[1, 2, 1, 1, 1]",2,1
587,9,7,1,344,0,"[1, 1, 1, 1, 1, 1, 1]",1,0
588,2,2,2,71,0,"[2, 4]",4,1
590,1,1,1,43,1,[4],4,0
591,4,4,1,171,0,"[2, 2, 2, 2]",2,1
593,2,1,1,43,1,[1],1,0
594,9,8,3,376,0,"[1, 3, 1, 2, 2, 3, 3, 3]",3,1
595,11,9,3,408,0,"[1, 4, 1, 3, 3, 1, 1, 1, 3]",1,0
596,1,1,1,62,1,[1],1,0
597,10,6,3,238,0,"[1, 4, 4, 1, 4, 3]",3,1
599,1,1,1,52,1,[2],2,0
600,6,4,2,205,0,"[4, 1, 1, 1]",1,0
601,18,17,3,735,0,"[3, 2, 2, 2, 4, 4, 3, 4, 4, 2, 3, 4, 4, 4, 4, 4, 4]",4,1
602,5,3,3,113,0,"[1, 2, 3]",3,1
603,33,24,4,914,0,"[3, 3, 4, 2, 4, 2, 4, 4, 1, 2, 4, 4, 2, 1, 4, 4, 4, 1, 4, 2, 1, 4, 1, 4]",4,1
604,20,14,3,605,0,"[4, 1, 3, 1, 3, 1, 1, 1, 1, 3, 3, 1, 1, 3]",4,1
605,9,6,2,251,0,"[3, 2, 3, 3, 2, 3]",2,1
606,14,9,2,390,0,"[1, 3, 1, 1, 1, 1, 3, 3, 1]",3,1
607,4,3,2,113,0,"[2, 4, 4]",4,1
608,7,5,2,213,0,"[1, 1, 1, 2, 2]",2,1
609,3,3,2,153,0,"[3, 3, 2]",3,1
610,15,10,3,470,0,"[2, 2, 4, 2, 1, 4, 4, 4, 4, 2]",1,0
611,3,3,1,109,0,"[1, 1, 1]",1,0
612,4,4,2,147,0,"[3, 3, 2, 3]",2,1
613,14,10,4,438,0,"[4, 1, 3, 1, 3, 1, 2, 1, 1, 1]",4,1
614,5,5,3,204,0,"[3, 2, 4, 3, 3]",2,1
615,7,5,3,253,0,"[2, 4, 2, 4, 3]",4,1
616,11,10,4,446,0,"[3, 1, 4, 2, 3, 2, 2, 2, 1, 2]",2,1
618,1,1,1,38,1,[4],4,0
619,5,4,2,142,0,"[3, 3, 3, 4]",3,1
620,6,6,3,275,0,"[2, 1, 2, 1, 2, 3]",2,1
621,20,17,4,779,0,"[1, 2, 1, 2, 2, 1, 1, 4, 3, 4, 4, 1, 2, 1, 1, 4, 3]",4,1
622,3,3,2,94,0,"[4, 4, 3]",4,1
623,3,2,2,86,0,"[3, 1]",3,1
624,15,14,4,616,0,"[3, 1, 1, 4, 4, 3, 4, 2, 1, 4, 1, 4, 1, 4]",2,1
625,5,5,4,203,0,"[2, 3, 1, 2, 4]",4,1
626,7,6,2,233,0,"[4, 4, 3, 3, 4, 4]",3,1
627,1,1,1,43,1,[4],4,0
628,10,10,4,374,0,"[4, 3, 4, 1, 4, 3, 2, 1, 2, 1]",2,1
629,8,7,3,378,0,"[2, 2, 1, 3, 2, 2, 1]",3,1
630,4,4,2,190,0,"[1, 2, 2, 2]",2,1
631,18,14,3,507,0,"[1, 1, 4, 1, 4, 4, 4, 3, 1, 1, 4, 4, 4, 4]",4,1
632,1,1,1,28,1,[4],4,0
633,1,1,1,38,1,[1],1,0
634,7,6,2,243,0,"[3, 4, 3, 3, 3, 3]",4,1
635,2,1,1,57,1,[2],2,0
636,2,2,2,61,0,"[1, 4]",4,1
637,1,1,1,62,1,[2],2,0
638,60,55,3,2052,0,"[4, 4, 4, 2, 2, 2, 2, 4, 4, 4, 3, 4, 4, 4, 2, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 4, 4, 4, 4, 4, 2, 2, 4, 2, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 2, 4, 4, 4]",2,1
639,2,2,2,100,0,"[4, 2]",4,1
640,4,4,2,163,0,"[4, 3, 3, 3]",3,1
641,12,11,2,447,0,"[4, 4, 1, 1, 4, 4, 1, 4, 4, 4, 1]",1,0
642,1,1,1,28,1,[3],3,0
643,7,7,1,329,0,"[2, 2, 2, 2, 2, 2, 2]",2,1
644,5,4,3,127,0,"[4, 1, 3, 4]",4,1
645,11,9,1,482,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,0
646,2,2,1,105,0,"[1, 1]",1,0
647,5,5,1,190,0,"[4, 4, 4, 4, 4]",4,1
648,49,39,2,1795,0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3,1
649,1,1,1,62,1,[1],1,0
650,10,10,3,364,0,"[3, 1, 3, 1, 4, 3, 1, 3, 1, 4]",4,1
651,1,1,1,62,1,[1],1,0
652,2,2,1,124,0,"[1, 1]",1,0
653,9,7,2,285,0,"[2, 4, 2, 4, 2, 4, 2]",2,1
654,11,9,2,438,0,"[2, 3, 2, 2, 3, 2, 2, 2, 3]",2,1
655,2,1,1,60,1,[1],1,0
656,2,2,2,91,0,"[3, 1]",3,1
657,2,1,1,38,1,[2],2,0
658,5,3,3,138,0,"[4, 2, 3]",2,1
659,3,3,2,181,0,"[1, 1, 2]",1,0
660,3,3,3,155,0,"[3, 2, 4]",4,1
661,5,4,2,161,0,"[1, 1, 1, 3]",1,0
662,2,1,1,28,1,[1],1,0
663,11,10,3,452,0,"[3, 4, 1, 3, 4, 3, 1, 1, 3, 4]",3,1
664,1,1,1,65,1,[4],4,0
665,2,2,1,81,0,"[4, 4]",4,1
667,4,3,1,167,0,"[2, 2, 2]",2,1
668,3,3,2,114,0,"[4, 1, 4]",4,1
669,4,3,2,167,0,"[1, 2, 1]",1,0
671,4,4,2,164,0,"[3, 3, 1, 3]",3,1
672,1,1,1,57,1,[2],2,0
673,4,4,3,166,0,"[3, 2, 4, 2]",4,1
675,2,2,1,124,0,"[2, 2]",2,1
676,13,9,3,422,0,"[4, 4, 2, 2, 1, 2, 2, 2, 4]",1,0
677,18,16,2,676,0,"[4, 1, 1, 4, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 4]",1,0
678,10,9,1,434,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,0
679,3,3,1,109,0,"[3, 3, 3]",3,1
680,7,5,2,243,0,"[3, 2, 2, 3, 2]",3,1
681,2,2,1,76,0,"[1, 1]",1,0
682,4,4,3,171,0,"[3, 1, 1, 2]",1,0
683,10,7,3,270,0,"[3, 1, 1, 3, 2, 3, 2]",2,1
685,6,6,1,310,0,"[1, 1, 1, 1, 1, 1]",1,0
686,9,9,2,463,0,"[2, 3, 3, 2, 2, 2, 3, 2, 2]",2,1
687,1,1,1,62,1,[1],1,0
688,2,2,1,76,0,"[1, 1]",1,0
689,7,7,3,359,0,"[3, 2, 3, 1, 2, 1, 1]",1,0
690,35,28,4,1199,0,"[4, 4, 3, 3, 3, 2, 2, 4, 2, 3, 1, 4, 3, 3, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 2, 4]",4,1
692,1,1,1,43,1,[4],4,0
693,1,1,1,62,1,[1],1,0
694,6,5,2,231,0,"[4, 3, 3, 3, 4]",4,1
695,28,24,4,1009,0,"[2, 3, 3, 3, 1, 1, 3, 3, 1, 3, 1, 3, 3, 3, 3, 4, 1, 2, 3, 3, 3, 3, 3, 3]",1,0
697,3,3,1,167,0,"[2, 2, 2]",2,1
698,3,3,2,142,0,"[2, 2, 4]",4,1
699,3,3,1,156,0,"[2, 2, 2]",2,1
700,1,1,1,62,1,[1],1,0
701,9,8,3,268,0,"[4, 1, 4, 4, 4, 4, 3, 4]",4,1
702,3,2,1,95,0,"[2, 2]",2,1
703,5,4,3,156,0,"[1, 2, 4, 1]",4,1
704,6,6,2,237,0,"[1, 1, 1, 1, 3, 3]",3,1
705,3,3,2,94,0,"[4, 1, 1]",1,0
707,4,4,1,137,0,"[4, 4, 4, 4]",4,1
708,16,12,3,553,0,"[4, 3, 4, 1, 1, 1, 1, 1, 1, 3, 4, 1]",4,1
709,3,2,2,71,0,"[1, 4]",4,1
710,3,3,2,155,0,"[1, 1, 2]",1,0
711,3,3,1,157,0,"[2, 2, 2]",2,1
712,5,5,1,205,0,"[4, 4, 4, 4, 4]",4,1
713,3,3,2,104,0,"[4, 4, 3]",4,1
714,4,3,2,138,0,"[1, 4, 1]",4,1
715,1,1,1,62,1,[2],2,0
716,5,5,2,195,0,"[4, 4, 3, 4, 3]",4,1
717,4,2,2,110,0,"[2, 1]",1,0
718,9,8,2,419,0,"[2, 2, 2, 2, 2, 2, 1, 2]",2,1
719,7,7,2,265,0,"[4, 4, 4, 4, 4, 4, 2]",4,1
720,10,9,1,399,0,"[3, 3, 3, 3, 3, 3, 3, 3, 3]",3,1
721,3,3,2,139,0,"[3, 4, 3]",4,1
722,19,18,4,768,0,"[4, 2, 2, 2, 2, 2, 2, 1, 4, 3, 2, 4, 4, 4, 3, 3, 4, 3]",2,1
723,9,8,2,414,0,"[2, 2, 2, 1, 1, 2, 2, 2]",1,0
724,1,1,1,48,1,[3],3,0
725,4,3,2,99,0,"[1, 1, 2]",2,1
726,1,1,1,67,1,[2],2,0
727,13,10,2,561,0,"[1, 1, 1, 1, 1, 3, 1, 1, 1, 1]",1,0
728,7,6,2,295,0,"[2, 2, 2, 3, 3, 2]",3,1
729,1,1,1,48,1,[3],3,0
730,4,4,2,219,0,"[2, 1, 2, 2]",2,1
731,6,5,3,184,0,"[4, 4, 1, 4, 2]",4,1
732,5,5,1,180,0,"[3, 3, 3, 3, 3]",3,1
733,3,3,2,99,0,"[4, 1, 4]",4,1
734,1,1,1,23,1,[4],4,0
735,12,9,4,376,0,"[1, 3, 3, 2, 3, 1, 3, 1, 4]",4,1
737,6,5,1,190,0,"[4, 4, 4, 4, 4]",4,1
738,2,1,1,62,1,[1],1,0
739,6,5,3,204,0,"[3, 4, 4, 2, 4]",4,1
740,11,9,3,376,0,"[4, 2, 2, 3, 4, 4, 4, 4, 4]",3,1
741,6,4,1,209,0,"[2, 2, 2, 2]",2,1
742,5,4,3,161,0,"[2, 1, 3, 1]",3,1
744,11,10,3,421,0,"[4, 1, 2, 2, 2, 2, 4, 4, 2, 2]",2,1
745,11,5,2,215,0,"[4, 3, 3, 3, 3]",3,1
746,9,7,3,343,0,"[4, 1, 4, 2, 2, 4, 2]",4,1
747,11,7,2,288,0,"[1, 1, 3, 3, 1, 1, 1]",1,0
748,2,2,1,56,0,"[3, 3]",3,1
749,19,16,3,736,0,"[2, 2, 2, 3, 3, 1, 3, 1, 3, 3, 3, 2, 3, 3, 2, 2]",1,0
750,6,6,2,241,0,"[1, 1, 1, 3, 1, 1]",1,0
751,3,1,1,57,1,[2],2,0
753,1,1,1,52,1,[3],3,0
754,2,1,1,43,1,[4],4,0
755,3,2,1,96,0,"[3, 3]",3,1
756,2,2,2,71,0,"[4, 1]",4,1
757,8,8,3,376,0,"[1, 2, 3, 1, 3, 1, 2, 1]",1,0
758,8,8,3,382,0,"[1, 1, 4, 1, 2, 1, 1, 1]",4,1
759,8,7,1,328,0,"[2, 2, 2, 2, 2, 2, 2]",2,1
760,1,1,1,52,1,[2],2,0
761,5,3,2,99,0,"[1, 3, 1]",3,1
762,2,2,1,100,0,"[2, 2]",2,1
764,35,27,4,1197,0,"[2, 4, 4, 3, 1, 4, 1, 4, 2, 4, 3, 4, 2, 2, 2, 2, 2, 1, 1, 2, 3, 2, 4, 4, 3, 1, 1]",4,1
765,6,5,3,193,0,"[4, 1, 2, 2, 4]",2,1
766,1,1,1,28,1,[3],3,0
767,8,7,1,356,0,"[1, 1, 1, 1, 1, 1, 1]",1,0
768,3,3,2,119,0,"[3, 1, 3]",3,1
769,12,11,4,476,0,"[3, 4, 2, 3, 4, 1, 3, 2, 3, 4, 2]",1,0
770,7,6,3,208,0,"[4, 1, 3, 1, 4, 4]",1,0
771,5,5,1,185,0,"[1, 1, 1, 1, 1]",1,0
772,3,3,3,145,0,"[4, 2, 1]",4,1
774,13,10,2,426,0,"[1, 1, 1, 3, 3, 3, 3, 1, 3, 3]",3,1
775,12,11,3,480,0,"[2, 4, 4, 2, 4, 4, 3, 4, 2, 3, 2]",4,1
776,1,1,1,33,1,[4],4,0
777,1,1,1,57,1,[2],2,0
778,1,1,1,67,1,[2],2,0
779,3,3,1,114,0,"[4, 4, 4]",4,1
780,5,4,3,141,0,"[4, 2, 3, 4]",4,1
781,1,1,1,38,1,[4],4,0
782,3,3,2,89,0,"[4, 3, 4]",3,1
783,2,2,2,71,0,"[4, 1]",4,1
784,1,1,1,62,1,[1],1,0
785,3,2,2,100,0,"[2, 1]",2,1
786,1,1,1,48,1,[4],4,0
787,4,4,2,231,0,"[2, 2, 2, 1]",2,1
788,2,2,1,86,0,"[1, 1]",1,0
790,1,1,1,28,1,[1],1,0
791,1,1,1,38,1,[1],1,0
792,1,1,1,33,1,[3],3,0
793,2,2,1,76,0,"[4, 4]",4,1
794,1,1,1,28,1,[3],3,0
795,18,17,3,756,0,"[2, 2, 3, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3, 1, 2, 3, 1]",2,1
796,1,1,1,43,1,[3],3,0
797,1,1,1,23,1,[3],3,0
798,4,4,1,248,0,"[1, 1, 1, 1]",1,0
799,1,1,1,52,1,[2],2,0
800,14,10,3,374,0,"[1, 3, 2, 1, 1, 3, 3, 2, 3, 1]",3,1
801,2,1,1,38,1,[4],4,0
802,12,11,3,482,0,"[3, 3, 2, 2, 4, 3, 2, 4, 3, 4, 4]",2,1
803,22,19,3,768,0,"[3, 3, 3, 3, 4, 3, 1, 4, 3, 3, 3, 3, 4, 3, 4, 3, 1, 3, 3]",3,1
804,3,3,1,128,0,"[1, 1, 1]",1,0
805,2,2,1,124,0,"[1, 1]",1,0
806,4,4,2,147,0,"[1, 3, 3, 3]",1,0
807,1,1,1,52,1,[2],2,0
808,9,8,1,299,0,"[4, 4, 4, 4, 4, 4, 4, 4]",4,1
809,1,1,1,48,1,[3],3,0
810,12,9,4,394,0,"[2, 3, 3, 2, 3, 1, 1, 4, 3]",2,1
811,5,5,2,290,0,"[2, 1, 1, 2, 1]",2,1
812,2,2,1,96,0,"[2, 2]",2,1
813,4,4,2,137,0,"[3, 3, 3, 1]",3,1
814,13,11,2,470,0,"[2, 2, 4, 4, 2, 4, 2, 2, 4, 4, 2]",4,1
815,24,20,3,783,0,"[4, 3, 4, 4, 4, 1, 4, 1, 1, 4, 4, 3, 4, 4, 4, 3, 4, 4, 1, 4]",4,1
816,1,1,1,38,1,[4],4,0
817,3,3,2,124,0,"[3, 3, 4]",3,1
818,1,1,1,48,1,[3],3,0
819,2,2,1,109,0,"[2, 2]",2,1
820,3,3,1,172,0,"[2, 2, 2]",2,1
821,4,3,2,142,0,"[3, 2, 3]",2,1
822,8,7,3,266,0,"[1, 4, 1, 1, 3, 3, 1]",1,0
823,1,1,1,62,1,[1],1,0
824,14,12,2,604,0,"[2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]",1,0
825,4,4,2,187,0,"[3, 3, 3, 4]",4,1
827,56,42,4,1513,0,"[4, 1, 1, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 4, 1, 4, 1, 1, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 2, 1]",4,1
828,3,3,2,153,0,"[4, 4, 1]",4,1
829,9,9,4,370,0,"[2, 3, 3, 1, 4, 4, 3, 1, 4]",1,0
830,2,2,1,95,0,"[2, 2]",2,1
831,14,12,4,450,0,"[2, 4, 4, 3, 3, 3, 1, 2, 1, 3, 4, 4]",2,1
832,6,6,2,233,0,"[4, 4, 4, 4, 4, 2]",4,1
833,2,2,1,86,0,"[1, 1]",1,0
834,5,5,1,252,0,"[2, 2, 2, 2, 2]",2,1
835,6,5,1,251,0,"[2, 2, 2, 2, 2]",2,1
836,10,10,2,365,0,"[4, 4, 3, 4, 4, 4, 4, 4, 4, 4]",3,1
837,7,7,1,283,0,"[3, 3, 3, 3, 3, 3, 3]",3,1
838,4,4,2,176,0,"[1, 1, 1, 3]",1,0
839,1,1,1,43,1,[4],4,0
840,2,2,1,81,0,"[3, 3]",3,1
